fz,auc
-8000.0,1.0
-6000.0,1.0
-4000.0,0.9958
-2000.0,0.8042999999999999
0.0,0.48619999999999997
2000.0,0.8452999999999999
4000.0,0.9994999999999999
6000.0,1.0
8000.0,1.0
