decision_weight,ber_no_mit_6db,ber_mse_6db,ber_decision_aware_6db
25.0,0.2268982387475538,0.47681996086105677,0.18507827788649706
50.0,0.22690802348336592,0.4729354207436399,0.18198630136986302
100.0,0.24232876712328763,0.47518590998043053,0.19574363992172206
